0	0	2.0
1	0	2.7
1	1	2.66
2	0	3.03
2	1	3.04
2	2	2.97
3	0	3.14
3	1	3.03
3	2	3.07
3	3	3.06
4	0	3.15
4	1	3.19
4	2	3.11
4	3	3.11
4	4	3.11
5	0	3.06
5	1	3.12
5	2	3.01
5	3	3.12
5	4	3.13
5	5	3.09
6	0	3.1
6	1	3.02
6	2	3.06
6	3	3.05
6	4	3.06
6	5	3.09
6	6	3.16
7	0	3.05
7	1	3.06
7	2	3.05
7	3	3.07
7	4	3.07
7	5	3.07
7	6	3.05
7	7	3.03
8	0	3.05
8	1	3.02
8	2	3.02
8	3	3.02
8	4	3.03
8	5	3.02
8	6	3.07
8	7	3.05
8	8	3.04
9	0	3.03
9	1	3.01
9	2	3.01
9	3	3.01
9	4	3.0
9	5	3.0
9	6	3.05
9	7	3.04
9	8	3.02
9	9	3.01
10	0	3.0
10	1	3.0
10	2	3.01
10	3	3.01
10	4	3.01
10	5	3.01
10	6	3.02
10	7	3.02
10	8	3.02
10	9	3.0
10	10	3.0
11	0	3.0
11	1	3.01
11	2	3.01
11	3	3.01
11	4	3.01
11	5	3.02
11	6	3.0
11	7	3.0
11	8	3.0
11	9	3.01
11	10	3.01
11	11	3.02
12	0	3.0
12	1	3.01
12	2	3.02
12	3	3.01
12	4	3.0
12	5	3.0
12	6	3.0
12	7	3.0
12	8	3.01
12	9	3.0
12	10	3.01
12	11	3.0
12	12	3.0
13	0	3.0
13	1	3.0
13	2	3.0
13	3	3.02
13	4	3.0
13	5	3.0
13	6	3.0
13	7	3.0
13	8	3.0
13	9	3.01
13	10	3.0
13	11	3.0
13	12	3.01
13	13	3.0
14	0	3.0
14	1	3.01
14	2	3.0
14	3	3.01
14	4	3.0
14	5	3.0
14	6	3.0
14	7	3.0
14	8	3.0
14	9	3.0
14	10	3.0
14	11	3.0
14	12	3.0
14	13	3.0
14	14	3.0
15	0	3.0
15	1	3.0
15	2	3.01
15	3	3.0
15	4	3.0
15	5	3.0
15	6	3.0
15	7	3.0
15	8	3.0
15	9	3.0
15	10	3.0
15	11	3.0
15	12	3.0
15	13	3.0
15	14	3.0
15	15	3.0
16	0	3.0
16	1	3.0
16	2	3.0
16	3	3.0
16	4	3.0
16	5	3.0
16	6	3.0
16	7	3.0
16	8	3.0
16	9	3.0
16	10	3.0
16	11	3.0
16	12	3.0
16	13	3.0
16	14	3.0
16	15	3.0
16	16	3.0
17	0	3.0
17	1	3.0
17	2	3.0
17	3	3.0
17	4	3.0
17	5	3.0
17	6	3.0
17	7	3.0
17	8	3.0
17	9	3.0
17	10	3.0
17	11	3.0
17	12	3.0
17	13	3.0
17	14	3.0
17	15	3.0
17	16	3.0
17	17	3.0
18	0	3.0
18	1	3.0
18	2	3.0
18	3	3.0
18	4	3.0
18	5	3.0
18	6	3.0
18	7	3.0
18	8	3.0
18	9	3.0
18	10	3.0
18	11	3.0
18	12	3.0
18	13	3.0
18	14	3.0
18	15	3.0
18	16	3.0
18	17	3.0
18	18	3.0
19	0	3.0
19	1	3.0
19	2	3.0
19	3	3.0
19	4	3.0
19	5	3.0
19	6	3.0
19	7	3.0
19	8	3.0
19	9	3.0
19	10	3.0
19	11	3.0
19	12	3.0
19	13	3.0
19	14	3.0
19	15	3.0
19	16	3.0
19	17	3.0
19	18	3.0
19	19	3.0
20	0	3.0
20	1	3.0
20	2	3.0
20	3	3.0
20	4	3.0
20	5	3.0
20	6	3.0
20	7	3.0
20	8	3.0
20	9	3.0
20	10	3.0
20	11	3.0
20	12	3.0
20	13	3.0
20	14	3.0
20	15	3.0
20	16	3.0
20	17	3.0
20	18	3.0
20	19	3.0
20	20	3.0
21	0	3.0
21	1	3.0
21	2	3.0
21	3	3.0
21	4	3.0
21	5	3.0
21	6	3.0
21	7	3.0
21	8	3.0
21	9	3.0
