['year_Predict', 'Compute_Step', 'p', 'mu', 'k_1', 'k_2', 'alpha', 'a', 'a_1', 'a_2', 'beta_2', 'beta_3', 'rho_1', 'rhoR', 'D_0', 'D']
[2013, 1000, 0.55, 0.0144, 0.4, 0.2, 0.05, 0.14, 0.08, 0.014, 0.5, 0.03, 0.033, 0.5, 21.27661556023007, 0.0144]
['ploygonID', 'S', 'E', 'I_1', 'I_2', 'I_3', 'R', 'SUpdateRatio', 'IncreaseRate']
2 94.0 0.0 59.0 27.0 27.0 0.0 0.454106280193 0.0
3 115.0 0.0 77.0 31.0 31.0 0.0 0.452755905512 0.0
4 200.0 28.8 178.0 136.0 136.0 24.0 0.294637595757 0.0
5 441.0 36.0 417.0 343.0 343.0 12.0 0.279113924051 0.0
6 217.0 12.0 202.0 136.0 136.0 0.0 0.308677098151 0.0
7 386.0 0.0 266.0 171.0 171.0 0.0 0.388329979879 0.0
8 161.0 4.8 162.0 96.0 96.0 0.0 0.309734513274 0.0
9 393.0 0.0 371.0 219.0 219.0 0.0 0.326955074875 0.0
10 160.0 0.0 206.0 114.0 114.0 0.0 0.26936026936 0.0
11 173.0 0.0 167.0 111.0 111.0 0.0 0.307829181495 0.0
12 374.0 0.0 347.0 232.0 232.0 0.0 0.315611814346 0.0
13 152.0 0.0 149.0 87.0 87.0 0.0 0.32 0.0
14 230.0 0.0 228.0 149.0 149.0 0.0 0.304232804233 0.0
15 152.0 0.0 149.0 150.0 150.0 0.0 0.252911813644 0.0
16 306.0 0.0 279.0 190.0 190.0 0.0 0.317098445596 0.0
17 198.0 9.6 147.0 111.0 111.0 0.0 0.343392299688 0.0
18 215.0 0.0 211.0 164.0 164.0 0.0 0.285145888594 0.0
19 182.0 0.0 177.0 136.0 136.0 0.0 0.288431061807 0.0
20 304.0 0.0 277.0 178.0 178.0 0.0 0.324439701174 0.0
21 274.0 0.0 260.0 167.0 167.0 0.0 0.315668202765 0.0
22 217.0 0.0 138.0 97.0 97.0 0.0 0.395264116576 0.0
23 161.0 0.0 147.0 122.0 122.0 0.0 0.291666666667 0.0
24 199.0 0.0 159.0 141.0 141.0 0.0 0.3109375 0.0
25 178.0 0.0 182.0 103.0 103.0 0.0 0.314487632509 0.0
26 209.0 0.0 193.0 97.0 97.0 0.0 0.35067114094 0.0
27 228.0 0.0 206.0 93.0 93.0 0.0 0.367741935484 0.0
28 328.0 0.0 340.0 166.0 166.0 0.0 0.328 0.0
29 127.0 9.6 162.0 108.0 108.0 0.0 0.246793626117 0.0
30 187.0 4.8 163.0 114.0 114.0 0.0 0.320864790666 0.0
31 197.0 0.0 189.0 137.0 137.0 0.0 0.298484848485 0.0
32 172.0 0.0 164.0 126.0 126.0 0.0 0.292517006803 0.0
33 385.0 0.0 276.0 203.0 203.0 0.0 0.360824742268 0.0
34 254.0 0.0 232.0 174.0 174.0 0.0 0.304556354916 0.0
35 219.0 0.0 255.0 159.0 159.0 0.0 0.276515151515 0.0
36 308.0 0.0 169.0 88.0 88.0 0.0 0.471669218989 0.0
37 114.0 0.0 123.0 87.0 87.0 0.0 0.277372262774 0.0
38 143.0 12.0 138.0 81.0 81.0 0.0 0.314285714286 0.0
39 212.0 0.0 289.0 210.0 210.0 0.0 0.230184581976 0.0
40 394.0 0.0 213.0 72.0 72.0 0.0 0.524633821571 0.0
41 290.0 0.0 199.0 91.0 91.0 0.0 0.43219076006 0.0
42 263.0 0.0 231.0 146.0 146.0 0.0 0.334605597964 0.0
43 577.0 0.0 374.0 123.0 123.0 0.0 0.482038429407 0.0
